Frequency (Hz)	flute (0.00s - 3.54s) PSD (dB/Hz)
16394.84	-6.24
16397.53	-7.66
16400.23	-7.99
16402.92	-7.16
16405.61	-6.90
16408.30	-8.07
16410.99	-8.19
16413.68	-6.29
16416.38	-8.08
16419.07	-7.34
16421.76	-8.08
16424.45	-8.11
16427.14	-7.66
16429.83	-8.17
16432.53	-8.46
16435.22	-7.46
16437.91	-7.09
16440.60	-8.46
16443.29	-8.10
16445.98	-8.81
16448.68	-7.69
16451.37	-7.80
16454.06	-6.53
16456.75	-6.84
16459.44	-6.08
16462.13	-7.37
16464.83	-7.30
16467.52	-6.40
16470.21	-6.77
16472.90	-6.78
16475.59	-7.07
16478.28	-6.55
16480.98	-8.11
16483.67	-6.69
16486.36	-5.54
16489.05	-7.36
16491.74	-8.90
16494.43	-7.37
16497.13	-6.98
16499.82	-7.57
16502.51	-8.42
16505.20	-7.83
16507.89	-5.67
16510.58	-4.93
16513.28	-7.31
16515.97	-8.26
16518.66	-7.28
16521.35	-7.09
16524.04	-6.76
16526.73	-5.97
16529.43	-7.47
16532.12	-7.88
16534.81	-6.39
16537.50	-8.67
16540.19	-9.93
16542.88	-9.07
16545.57	-7.76
16548.27	-6.07
16550.96	-7.28
16553.65	-6.51
16556.34	-8.56
16559.03	-9.02
16561.72	-9.14
16564.42	-9.44
16567.11	-9.18
16569.80	-9.40
16572.49	-8.80
16575.18	-8.72
16577.87	-8.93
16580.57	-9.55
16583.26	-9.12
16585.95	-8.87
16588.64	-7.31
16591.33	-8.45
16594.02	-11.14
16596.72	-11.82
16599.41	-8.88
16602.10	-9.23
16604.79	-9.37
16607.48	-8.27
16610.17	-8.40
16612.87	-9.26
16615.56	-8.49
16618.25	-9.09
16620.94	-9.63
16623.63	-10.69
16626.32	-10.93
16629.02	-11.00
16631.71	-11.11
16634.40	-10.76
16637.09	-9.15
16639.78	-9.25
16642.47	-7.95
16645.17	-7.78
16647.86	-10.13
16650.55	-8.99
16653.24	-8.66
16655.93	-11.94
16658.62	-11.34
16661.32	-10.00
16664.01	-10.60
16666.70	-11.83
16669.39	-12.32
16672.08	-11.50
16674.77	-11.39
16677.47	-11.90
16680.16	-11.71
16682.85	-11.34
16685.54	-11.57
16688.23	-12.03
16690.92	-12.33
16693.62	-13.78
16696.31	-12.14
16699.00	-11.35
16701.69	-11.08
16704.38	-12.24
16707.07	-12.55
16709.77	-10.12
16712.46	-9.68
16715.15	-10.55
16717.84	-9.79
16720.53	-11.08
16723.22	-13.31
16725.92	-11.36
16728.61	-11.52
16731.30	-10.05
16733.99	-11.13
16736.68	-13.07
16739.37	-12.14
16742.07	-11.64
16744.76	-11.03
16747.45	-12.32
16750.14	-10.25
16752.83	-10.86
16755.52	-13.68
16758.22	-14.41
16760.91	-13.61
16763.60	-14.79
16766.29	-12.41
16768.98	-10.18
16771.67	-8.95
16774.37	-10.36
16777.06	-12.17
16779.75	-11.40
16782.44	-10.84
16785.13	-10.65
16787.82	-9.63
16790.52	-9.17
16793.21	-10.63
16795.90	-10.09
16798.59	-9.95
16801.28	-10.22
16803.97	-9.74
16806.67	-9.55
16809.36	-8.24
16812.05	-8.45
16814.74	-9.85
16817.43	-9.82
16820.12	-10.69
16822.81	-10.84
16825.51	-9.80
16828.20	-8.96
16830.89	-9.27
16833.58	-9.26
16836.27	-9.71
16838.96	-8.34
16841.66	-6.68
16844.35	-7.41
16847.04	-9.34
16849.73	-10.38
16852.42	-10.16
16855.11	-10.30
16857.81	-10.44
16860.50	-9.72
16863.19	-8.44
16865.88	-9.54
16868.57	-8.48
16871.26	-9.03
16873.96	-9.54
16876.65	-9.85
16879.34	-9.85
16882.03	-10.54
16884.72	-8.97
16887.41	-8.05
16890.11	-8.29
16892.80	-9.30
16895.49	-10.02
16898.18	-7.39
16900.87	-7.29
16903.56	-10.00
16906.26	-9.23
16908.95	-7.98
16911.64	-8.32
16914.33	-8.92
16917.02	-9.14
16919.71	-8.75
16922.41	-8.28
16925.10	-8.70
16927.79	-9.70
16930.48	-7.99
16933.17	-8.20
16935.86	-8.56
16938.56	-9.56
16941.25	-10.35
16943.94	-9.19
16946.63	-9.66
16949.32	-10.85
16952.01	-9.89
16954.71	-9.71
16957.40	-11.44
16960.09	-10.06
16962.78	-9.06
16965.47	-7.37
16968.16	-6.82
16970.86	-9.40
16973.55	-10.13
16976.24	-11.48
16978.93	-12.15
16981.62	-10.10
16984.31	-10.72
16987.01	-12.48
16989.70	-10.20
16992.39	-8.48
16995.08	-8.99
16997.77	-11.86
17000.46	-11.83
17003.16	-12.07
17005.85	-11.71
17008.54	-10.61
17011.23	-8.50
17013.92	-8.85
17016.61	-9.42
17019.31	-9.77
17022.00	-11.92
17024.69	-13.36
17027.38	-12.01
17030.07	-11.81
17032.76	-12.19
17035.46	-10.71
17038.15	-10.97
17040.84	-12.68
17043.53	-11.21
17046.22	-9.52
17048.91	-9.47
17051.61	-10.32
17054.30	-13.35
17056.99	-11.35
17059.68	-10.67
17062.37	-11.20
17065.06	-12.06
17067.76	-11.79
17070.45	-12.05
17073.14	-10.94
17075.83	-9.99
17078.52	-10.14
17081.21	-10.68
17083.91	-11.87
17086.60	-11.84
17089.29	-9.61
17091.98	-11.30
17094.67	-12.56
17097.36	-10.95
17100.05	-10.38
17102.75	-10.28
17105.44	-10.25
17108.13	-12.27
17110.82	-13.25
17113.51	-13.24
17116.20	-12.40
17118.90	-12.82
17121.59	-12.89
17124.28	-11.28
17126.97	-12.31
17129.66	-11.41
17132.35	-12.47
17135.05	-14.02
17137.74	-13.61
17140.43	-12.61
17143.12	-10.17
17145.81	-11.77
17148.50	-14.07
17151.20	-12.47
17153.89	-11.36
17156.58	-11.51
17159.27	-12.75
17161.96	-13.18
17164.65	-13.20
17167.35	-13.71
17170.04	-12.92
17172.73	-10.65
17175.42	-11.31
17178.11	-11.72
17180.80	-11.73
17183.50	-11.97
17186.19	-12.62
17188.88	-12.29
17191.57	-12.85
17194.26	-13.16
17196.95	-13.75
17199.65	-12.85
17202.34	-12.07
17205.03	-12.05
17207.72	-10.77
17210.41	-11.92
17213.10	-12.95
17215.80	-11.61
17218.49	-9.97
17221.18	-10.83
17223.87	-11.21
17226.56	-12.22
17229.25	-12.48
17231.95	-11.90
17234.64	-10.95
17237.33	-10.31
17240.02	-11.45
17242.71	-10.38
17245.40	-9.60
17248.10	-10.48
17250.79	-11.63
17253.48	-10.14
17256.17	-9.22
17258.86	-10.70
17261.55	-10.86
17264.25	-11.00
17266.94	-12.05
17269.63	-12.87
17272.32	-10.75
17275.01	-10.88
17277.70	-12.23
17280.40	-11.06
17283.09	-9.14
17285.78	-9.73
17288.47	-12.02
17291.16	-10.28
17293.85	-11.66
17296.55	-10.91
17299.24	-10.48
17301.93	-12.64
17304.62	-11.33
17307.31	-10.47
17310.00	-11.02
17312.70	-12.19
17315.39	-13.91
17318.08	-12.79
17320.77	-12.99
17323.46	-12.47
17326.15	-12.12
17328.85	-11.72
17331.54	-11.67
17334.23	-11.01
17336.92	-11.10
17339.61	-11.33
17342.30	-11.30
17345.00	-13.03
17347.69	-14.39
17350.38	-13.81
17353.07	-14.38
17355.76	-14.82
17358.45	-14.91
17361.15	-13.16
17363.84	-11.38
17366.53	-12.07
17369.22	-12.76
17371.91	-12.68
17374.60	-12.05
17377.29	-12.25
17379.99	-12.33
17382.68	-12.18
17385.37	-12.99
17388.06	-13.60
17390.75	-13.81
17393.44	-13.73
17396.14	-14.49
17398.83	-11.73
17401.52	-11.17
17404.21	-13.31
17406.90	-13.02
17409.59	-12.44
17412.29	-12.18
17414.98	-11.81
17417.67	-12.44
17420.36	-13.82
17423.05	-13.21
17425.74	-12.60
17428.44	-12.93
17431.13	-12.16
17433.82	-13.92
17436.51	-12.58
17439.20	-12.47
17441.89	-13.09
17444.59	-11.95
17447.28	-11.83
17449.97	-10.31
17452.66	-11.18
17455.35	-11.60
17458.04	-12.70
17460.74	-12.84
17463.43	-13.23
17466.12	-13.77
17468.81	-14.54
17471.50	-13.89
17474.19	-12.84
17476.89	-13.19
17479.58	-14.92
17482.27	-13.38
17484.96	-12.74
17487.65	-13.81
17490.34	-13.46
17493.04	-12.55
17495.73	-12.61
17498.42	-13.43
17501.11	-13.95
17503.80	-12.91
17506.49	-11.49
17509.19	-11.69
17511.88	-13.87
17514.57	-14.18
17517.26	-12.75
17519.95	-12.81
17522.64	-13.96
17525.34	-13.16
17528.03	-14.00
17530.72	-13.28
17533.41	-13.23
17536.10	-12.39
17538.79	-11.59
17541.49	-11.80
17544.18	-13.03
17546.87	-14.03
17549.56	-13.88
17552.25	-14.91
17554.94	-13.36
17557.64	-13.59
17560.33	-15.03
17563.02	-13.76
17565.71	-12.80
17568.40	-11.80
17571.09	-13.09
17573.79	-13.73
17576.48	-13.64
17579.17	-13.16
17581.86	-12.86
17584.55	-13.40
17587.24	-11.88
17589.94	-11.62
17592.63	-13.20
17595.32	-12.69
17598.01	-13.08
17600.70	-12.55
17603.39	-12.40
17606.09	-12.23
17608.78	-11.95
17611.47	-11.42
17614.16	-12.78
17616.85	-12.47
17619.54	-14.04
17622.24	-13.51
17624.93	-11.97
17627.62	-11.19
17630.31	-11.22
17633.00	-12.78
17635.69	-11.82
17638.39	-11.28
17641.08	-13.50
17643.77	-13.64
17646.46	-13.65
17649.15	-12.18
17651.84	-12.16
17654.53	-13.12
17657.23	-13.67
17659.92	-13.16
17662.61	-13.61
17665.30	-13.45
17667.99	-11.19
17670.68	-11.42
17673.38	-13.04
17676.07	-11.96
17678.76	-10.21
17681.45	-12.25
17684.14	-14.57
17686.83	-15.68
17689.53	-13.88
17692.22	-12.51
17694.91	-11.46
17697.60	-11.92
17700.29	-13.01
17702.98	-12.06
17705.68	-12.41
17708.37	-12.44
17711.06	-13.63
17713.75	-12.65
17716.44	-13.19
17719.13	-12.99
17721.83	-12.70
17724.52	-12.41
17727.21	-12.08
17729.90	-12.73
17732.59	-14.03
17735.28	-14.28
17737.98	-13.29
17740.67	-12.04
17743.36	-12.32
17746.05	-13.21
17748.74	-13.24
17751.43	-11.70
17754.13	-10.59
17756.82	-12.24
17759.51	-11.32
17762.20	-12.88
17764.89	-13.67
17767.58	-12.79
17770.28	-12.81
17772.97	-13.21
17775.66	-14.35
17778.35	-15.21
17781.04	-13.55
17783.73	-13.79
17786.43	-15.01
17789.12	-15.83
17791.81	-14.80
17794.50	-13.12
17797.19	-11.81
17799.88	-12.36
17802.58	-13.56
17805.27	-12.77
17807.96	-14.08
17810.65	-12.59
17813.34	-13.13
17816.03	-13.07
17818.73	-13.91
17821.42	-14.60
17824.11	-12.86
17826.80	-12.99
17829.49	-12.58
17832.18	-12.23
17834.88	-12.33
17837.57	-12.75
17840.26	-14.36
17842.95	-14.22
17845.64	-13.63
17848.33	-14.50
17851.03	-12.41
17853.72	-12.34
17856.41	-13.47
17859.10	-14.41
17861.79	-15.23
17864.48	-14.07
17867.18	-12.62
17869.87	-12.69
17872.56	-12.77
17875.25	-14.05
17877.94	-14.71
17880.63	-13.05
17883.33	-12.39
17886.02	-12.54
17888.71	-12.83
17891.40	-12.88
17894.09	-14.75
17896.78	-15.14
17899.48	-15.19
17902.17	-15.45
17904.86	-13.65
17907.55	-14.51
17910.24	-12.78
17912.93	-12.88
17915.62	-13.37
17918.32	-12.20
17921.01	-13.22
17923.70	-15.14
17926.39	-12.77
17929.08	-14.57
17931.77	-15.38
17934.47	-13.77
17937.16	-12.62
17939.85	-14.12
17942.54	-14.26
17945.23	-13.50
17947.92	-14.37
17950.62	-13.76
17953.31	-12.83
17956.00	-11.88
17958.69	-11.55
17961.38	-11.54
17964.07	-13.09
17966.77	-15.03
17969.46	-14.67
17972.15	-12.28
17974.84	-12.11
17977.53	-12.43
17980.22	-11.78
17982.92	-12.45
17985.61	-13.80
17988.30	-15.74
17990.99	-14.57
17993.68	-12.04
17996.37	-12.43
17999.07	-13.38
18001.76	-11.66
18004.45	-11.10
18007.14	-11.31
18009.83	-12.70
18012.52	-13.95
18015.22	-13.05
18017.91	-12.81
18020.60	-11.39
18023.29	-11.49
18025.98	-13.45
18028.67	-12.07
18031.37	-12.43
18034.06	-13.10
18036.75	-12.28
18039.44	-11.20
18042.13	-11.18
18044.82	-13.86
18047.52	-14.66
18050.21	-13.60
18052.90	-13.72
18055.59	-12.66
18058.28	-9.28
18060.97	-9.71
18063.67	-13.15
18066.36	-13.64
18069.05	-13.74
18071.74	-14.88
18074.43	-14.79
18077.12	-12.80
18079.82	-12.88
18082.51	-13.38
18085.20	-13.66
18087.89	-11.91
18090.58	-11.53
18093.27	-10.70
18095.97	-10.74
18098.66	-12.46
18101.35	-12.15
18104.04	-12.21
18106.73	-13.77
18109.42	-12.39
18112.12	-11.74
18114.81	-11.04
18117.50	-13.28
18120.19	-13.12
18122.88	-13.68
18125.57	-12.99
18128.27	-12.42
18130.96	-13.23
18133.65	-12.29
18136.34	-12.69
18139.03	-13.90
18141.72	-13.37
18144.42	-13.13
18147.11	-13.31
18149.80	-13.35
18152.49	-11.70
18155.18	-12.11
18157.87	-13.58
18160.57	-13.64
18163.26	-12.36
18165.95	-11.78
18168.64	-13.13
18171.33	-13.26
18174.02	-12.75
18176.72	-14.08
18179.41	-15.07
18182.10	-14.78
18184.79	-14.67
18187.48	-15.27
18190.17	-15.02
18192.86	-14.57
18195.56	-13.83
18198.25	-11.37
18200.94	-11.05
18203.63	-11.39
18206.32	-13.62
18209.01	-15.70
18211.71	-14.01
18214.40	-14.23
18217.09	-13.26
18219.78	-14.14
18222.47	-13.27
18225.16	-13.75
18227.86	-15.10
18230.55	-14.25
18233.24	-13.87
18235.93	-14.73
18238.62	-12.98
18241.31	-11.94
18244.01	-11.70
18246.70	-12.12
18249.39	-12.71
18252.08	-13.11
18254.77	-13.58
18257.46	-14.19
18260.16	-13.60
18262.85	-10.96
18265.54	-10.99
18268.23	-13.69
18270.92	-11.95
18273.61	-12.63
18276.31	-14.20
18279.00	-13.06
18281.69	-11.64
18284.38	-12.56
18287.07	-13.60
18289.76	-12.59
18292.46	-14.95
18295.15	-15.08
18297.84	-13.19
18300.53	-12.31
18303.22	-13.16
18305.91	-13.22
18308.61	-12.40
18311.30	-13.58
18313.99	-12.19
18316.68	-13.63
18319.37	-13.45
18322.06	-12.05
18324.76	-11.84
18327.45	-12.94
18330.14	-14.47
18332.83	-14.79
18335.52	-13.91
18338.21	-13.92
18340.91	-12.89
18343.60	-12.34
18346.29	-12.68
18348.98	-11.50
18351.67	-11.32
18354.36	-14.10
18357.06	-13.57
18359.75	-11.87
18362.44	-11.99
18365.13	-12.89
18367.82	-12.68
18370.51	-12.35
18373.21	-12.34
18375.90	-12.94
18378.59	-14.47
18381.28	-15.31
18383.97	-14.30
18386.66	-15.39
18389.36	-13.06
18392.05	-13.11
18394.74	-13.67
18397.43	-14.53
18400.12	-13.56
18402.81	-13.39
18405.51	-10.87
18408.20	-11.94
18410.89	-13.49
18413.58	-12.33
18416.27	-12.64
18418.96	-14.08
18421.66	-13.54
18424.35	-14.65
18427.04	-12.77
18429.73	-12.60
18432.42	-13.36
18435.11	-13.50
18437.81	-12.84
18440.50	-13.99
18443.19	-13.86
18445.88	-13.42
18448.57	-12.35
18451.26	-11.84
18453.96	-13.79
18456.65	-15.03
18459.34	-13.06
18462.03	-10.86
18464.72	-11.38
18467.41	-14.39
18470.10	-13.36
18472.80	-13.35
18475.49	-14.49
18478.18	-13.70
18480.87	-13.47
18483.56	-15.60
18486.25	-16.30
18488.95	-13.87
18491.64	-12.58
18494.33	-12.76
18497.02	-11.91
18499.71	-11.49
18502.40	-12.69
18505.10	-12.58
18507.79	-12.73
18510.48	-12.09
18513.17	-12.62
18515.86	-12.81
18518.55	-12.56
18521.25	-12.49
18523.94	-12.75
18526.63	-13.18
18529.32	-14.14
18532.01	-13.91
18534.70	-13.90
18537.40	-13.57
18540.09	-13.31
18542.78	-13.16
18545.47	-12.08
18548.16	-12.91
18550.85	-13.99
18553.55	-12.86
18556.24	-11.43
18558.93	-12.17
18561.62	-14.42
18564.31	-14.69
18567.00	-15.71
18569.70	-15.15
18572.39	-13.98
18575.08	-14.31
18577.77	-15.99
18580.46	-16.43
18583.15	-15.66
18585.85	-14.00
18588.54	-13.59
18591.23	-12.47
18593.92	-14.72
18596.61	-14.99
18599.30	-13.10
18602.00	-12.14
18604.69	-13.20
18607.38	-13.80
18610.07	-12.24
18612.76	-12.49
18615.45	-12.10
18618.15	-13.42
18620.84	-12.15
18623.53	-13.12
18626.22	-16.72
18628.91	-13.81
18631.60	-12.39
18634.30	-13.54
18636.99	-13.57
18639.68	-12.36
18642.37	-12.61
18645.06	-14.28
18647.75	-13.39
18650.45	-13.37
18653.14	-13.84
18655.83	-15.03
18658.52	-15.12
18661.21	-13.74
18663.90	-12.85
18666.60	-13.05
18669.29	-11.93
18671.98	-12.07
18674.67	-14.00
18677.36	-14.62
18680.05	-15.58
18682.75	-14.34
18685.44	-14.13
18688.13	-14.36
18690.82	-14.72
18693.51	-15.31
18696.20	-15.49
18698.90	-14.85
18701.59	-14.12
18704.28	-14.50
18706.97	-14.12
18709.66	-13.38
18712.35	-13.71
18715.05	-13.49
18717.74	-14.17
18720.43	-14.33
18723.12	-13.28
18725.81	-12.21
18728.50	-12.50
18731.20	-14.21
18733.89	-12.96
18736.58	-12.34
18739.27	-13.06
18741.96	-14.48
18744.65	-14.99
18747.34	-14.79
18750.04	-15.77
18752.73	-15.38
18755.42	-14.33
18758.11	-14.97
18760.80	-14.70
18763.49	-15.33
18766.19	-14.86
18768.88	-14.52
18771.57	-15.26
18774.26	-17.11
18776.95	-15.08
18779.64	-14.89
18782.34	-16.48
18785.03	-14.17
18787.72	-12.88
18790.41	-13.00
18793.10	-13.24
18795.79	-14.66
18798.49	-14.12
18801.18	-15.52
18803.87	-15.24
18806.56	-12.13
18809.25	-12.95
18811.94	-15.16
18814.64	-15.56
18817.33	-14.80
18820.02	-13.29
18822.71	-13.88
18825.40	-14.90
18828.09	-16.03
18830.79	-16.89
18833.48	-16.35
18836.17	-16.48
18838.86	-16.61
18841.55	-14.65
18844.24	-14.22
18846.94	-15.84
18849.63	-16.49
18852.32	-16.67
18855.01	-15.66
18857.70	-14.58
18860.39	-13.59
18863.09	-14.14
18865.78	-14.94
18868.47	-13.42
18871.16	-14.19
18873.85	-13.77
18876.54	-14.61
18879.24	-16.19
18881.93	-15.38
18884.62	-15.23
18887.31	-15.34
18890.00	-16.23
18892.69	-16.48
18895.39	-15.90
18898.08	-17.88
18900.77	-16.18
18903.46	-15.90
18906.15	-17.67
18908.84	-17.94
18911.54	-16.45
18914.23	-15.11
18916.92	-14.72
18919.61	-17.57
18922.30	-17.40
18924.99	-16.68
18927.69	-15.82
18930.38	-16.19
18933.07	-16.57
18935.76	-16.57
18938.45	-17.43
18941.14	-17.15
18943.84	-15.89
18946.53	-16.83
18949.22	-16.74
18951.91	-15.87
18954.60	-14.94
18957.29	-16.09
18959.99	-15.61
18962.68	-16.89
18965.37	-18.66
18968.06	-17.67
18970.75	-15.48
18973.44	-15.43
18976.14	-15.72
18978.83	-16.26
18981.52	-15.40
18984.21	-14.76
18986.90	-14.78
18989.59	-14.93
18992.29	-15.85
18994.98	-16.80
18997.67	-16.01
19000.36	-15.43
19003.05	-16.16
19005.74	-18.01
19008.44	-18.92
19011.13	-15.91
19013.82	-14.48
19016.51	-15.69
19019.20	-18.47
19021.89	-17.20
19024.58	-16.19
19027.28	-14.68
19029.97	-15.45
19032.66	-17.82
19035.35	-16.78
19038.04	-17.46
19040.73	-18.26
19043.43	-17.88
19046.12	-16.48
19048.81	-17.12
19051.50	-16.24
19054.19	-16.80
19056.88	-15.78
19059.58	-15.75
19062.27	-16.49
19064.96	-15.92
19067.65	-15.31
19070.34	-16.94
19073.03	-16.62
19075.73	-17.07
19078.42	-15.79
19081.11	-14.30
19083.80	-15.59
19086.49	-17.25
19089.18	-17.05
19091.88	-16.55
19094.57	-16.71
19097.26	-16.34
19099.95	-15.84
19102.64	-14.92
19105.33	-14.06
19108.03	-15.05
19110.72	-15.82
19113.41	-16.63
19116.10	-16.62
19118.79	-17.13
19121.48	-16.56
19124.18	-16.45
19126.87	-15.43
19129.56	-15.25
19132.25	-16.24
19134.94	-16.04
19137.63	-16.67
19140.33	-16.32
19143.02	-16.01
19145.71	-15.94
19148.40	-16.56
19151.09	-14.80
19153.78	-15.29
19156.48	-17.08
19159.17	-16.80
19161.86	-17.08
19164.55	-16.55
19167.24	-15.67
19169.93	-16.84
19172.63	-15.45
19175.32	-15.60
19178.01	-16.43
19180.70	-15.51
19183.39	-15.22
19186.08	-15.77
19188.78	-15.74
19191.47	-16.08
19194.16	-14.92
19196.85	-14.33
19199.54	-14.75
19202.23	-13.32
19204.93	-14.01
19207.62	-15.56
19210.31	-15.83
19213.00	-17.45
19215.69	-17.10
19218.38	-16.94
19221.08	-16.12
19223.77	-15.83
19226.46	-15.74
19229.15	-15.15
19231.84	-13.87
19234.53	-13.73
19237.23	-13.71
19239.92	-15.00
19242.61	-15.56
19245.30	-14.39
19247.99	-13.59
19250.68	-13.23
19253.38	-14.56
19256.07	-14.82
19258.76	-15.25
19261.45	-14.33
19264.14	-13.74
19266.83	-14.90
19269.53	-14.20
19272.22	-13.95
19274.91	-15.11
19277.60	-15.80
19280.29	-15.17
19282.98	-14.16
19285.68	-14.19
19288.37	-14.43
19291.06	-13.98
19293.75	-15.25
19296.44	-15.27
19299.13	-14.15
19301.82	-15.59
19304.52	-17.98
19307.21	-17.06
19309.90	-15.68
19312.59	-15.29
19315.28	-15.17
19317.97	-14.32
19320.67	-15.91
19323.36	-16.61
19326.05	-14.55
19328.74	-13.10
19331.43	-14.32
19334.12	-13.81
19336.82	-14.25
19339.51	-14.53
19342.20	-13.41
19344.89	-13.83
19347.58	-13.44
19350.27	-12.64
19352.97	-13.84
19355.66	-15.08
19358.35	-14.11
19361.04	-12.96
19363.73	-13.14
19366.42	-13.69
19369.12	-13.40
19371.81	-15.12
19374.50	-14.38
19377.19	-12.88
19379.88	-14.66
19382.57	-16.19
19385.27	-15.73
19387.96	-14.28
19390.65	-14.59
19393.34	-12.82
19396.03	-11.54
19398.72	-12.64
19401.42	-13.56
19404.11	-14.67
19406.80	-13.46
19409.49	-13.35
19412.18	-14.30
19414.87	-13.26
19417.57	-13.48
19420.26	-13.98
19422.95	-12.68
19425.64	-12.28
19428.33	-14.02
19431.02	-13.44
19433.72	-13.11
19436.41	-12.70
19439.10	-13.05
19441.79	-14.20
19444.48	-13.44
19447.17	-14.38
19449.87	-14.19
19452.56	-12.93
19455.25	-12.84
19457.94	-12.27
19460.63	-13.58
19463.32	-14.76
19466.02	-14.52
19468.71	-12.09
19471.40	-11.89
19474.09	-13.01
19476.78	-12.71
19479.47	-13.38
19482.17	-14.97
19484.86	-14.07
19487.55	-13.31
19490.24	-10.90
19492.93	-10.76
19495.62	-12.75
19498.32	-12.73
19501.01	-11.52
19503.70	-12.70
19506.39	-13.24
19509.08	-13.28
19511.77	-12.86
19514.47	-12.47
19517.16	-13.10
19519.85	-14.29
19522.54	-13.69
19525.23	-12.24
19527.92	-11.95
19530.62	-12.41
19533.31	-12.34
19536.00	-13.94
19538.69	-13.61
19541.38	-11.66
19544.07	-11.26
19546.77	-12.01
19549.46	-13.33
19552.15	-14.63
19554.84	-13.54
19557.53	-12.96
19560.22	-12.32
19562.92	-11.99
19565.61	-11.91
19568.30	-11.48
19570.99	-10.93
19573.68	-10.88
19576.37	-11.23
19579.06	-11.86
19581.76	-12.86
19584.45	-14.79
19587.14	-15.06
19589.83	-14.63
19592.52	-13.43
19595.21	-13.23
19597.91	-12.90
19600.60	-12.10
19603.29	-11.03
19605.98	-11.39
19608.67	-13.75
19611.36	-14.79
19614.06	-13.40
19616.75	-11.81
19619.44	-12.57
19622.13	-11.31
19624.82	-11.87
19627.51	-14.91
19630.21	-13.73
19632.90	-14.37
19635.59	-12.59
19638.28	-12.70
19640.97	-13.23
19643.66	-13.09
19646.36	-13.48
19649.05	-12.02
19651.74	-12.52
19654.43	-14.08
19657.12	-14.68
19659.81	-13.12
19662.51	-13.24
19665.20	-11.62
19667.89	-11.55
19670.58	-11.01
19673.27	-10.92
19675.96	-11.50
19678.66	-13.90
19681.35	-14.07
19684.04	-13.90
19686.73	-13.74
19689.42	-14.04
19692.11	-12.75
19694.81	-11.67
19697.50	-12.73
19700.19	-13.18
19702.88	-13.48
19705.57	-14.02
19708.26	-13.17
19710.96	-12.09
19713.65	-12.39
19716.34	-12.68
19719.03	-12.70
19721.72	-11.87
19724.41	-11.77
19727.11	-12.13
19729.80	-13.24
19732.49	-13.75
19735.18	-12.68
19737.87	-11.72
19740.56	-12.65
19743.26	-13.97
19745.95	-14.63
19748.64	-12.80
19751.33	-13.03
19754.02	-13.36
19756.71	-13.56
19759.41	-12.96
19762.10	-13.34
19764.79	-12.15
19767.48	-12.40
19770.17	-12.51
19772.86	-12.83
19775.56	-13.23
19778.25	-13.52
19780.94	-13.43
19783.63	-14.35
19786.32	-15.11
19789.01	-15.06
19791.71	-14.06
19794.40	-12.01
19797.09	-12.12
19799.78	-13.32
19802.47	-14.21
19805.16	-14.36
19807.86	-13.62
19810.55	-11.97
19813.24	-13.01
19815.93	-14.70
19818.62	-14.46
19821.31	-15.11
19824.01	-15.25
19826.70	-14.58
19829.39	-14.55
19832.08	-12.93
19834.77	-11.79
19837.46	-12.50
19840.16	-15.42
19842.85	-15.01
19845.54	-14.88
19848.23	-13.95
19850.92	-15.03
19853.61	-15.11
19856.30	-14.14
19859.00	-12.70
19861.69	-13.59
19864.38	-14.48
19867.07	-12.78
19869.76	-12.11
19872.45	-12.86
19875.15	-13.79
19877.84	-12.56
19880.53	-14.03
19883.22	-16.11
19885.91	-15.39
19888.60	-17.29
19891.30	-15.80
19893.99	-14.63
19896.68	-15.77
19899.37	-14.55
19902.06	-15.24
19904.75	-16.08
19907.45	-14.50
19910.14	-14.29
19912.83	-14.34
19915.52	-14.61
19918.21	-15.06
19920.90	-14.98
19923.60	-13.41
19926.29	-14.24
19928.98	-16.63
19931.67	-14.96
19934.36	-13.78
19937.05	-14.95
19939.75	-14.59
19942.44	-15.51
19945.13	-16.43
19947.82	-16.38
19950.51	-15.42
19953.20	-14.00
19955.90	-14.63
19958.59	-15.43
19961.28	-16.04
19963.97	-15.37
19966.66	-15.13
19969.35	-15.64
19972.05	-15.65
19974.74	-16.44
19977.43	-16.19
19980.12	-16.34
19982.81	-14.69
19985.50	-15.22
19988.20	-17.27
19990.89	-17.68
19993.58	-16.64
19996.27	-15.59
19998.96	-14.77
20001.65	-15.15
20004.35	-17.00
20007.04	-15.63
20009.73	-15.53
20012.42	-15.06
20015.11	-14.72
20017.80	-15.92
20020.50	-15.52
20023.19	-15.95
20025.88	-15.81
20028.57	-14.76
20031.26	-16.10
20033.95	-16.40
20036.65	-16.22
20039.34	-14.77
20042.03	-13.39
20044.72	-14.34
20047.41	-15.36
20050.10	-14.46
20052.80	-14.39
20055.49	-13.87
20058.18	-13.38
20060.87	-14.04
20063.56	-16.30
20066.25	-15.23
20068.95	-15.43
20071.64	-14.44
20074.33	-14.16
20077.02	-14.11
20079.71	-14.77
20082.40	-16.20
20085.10	-15.64
20087.79	-13.92
20090.48	-15.31
20093.17	-14.58
20095.86	-14.52
20098.55	-15.62
20101.25	-15.72
20103.94	-16.49
20106.63	-13.85
20109.32	-14.01
20112.01	-15.28
20114.70	-15.37
20117.40	-15.16
20120.09	-14.74
20122.78	-15.88
20125.47	-16.86
20128.16	-15.94
20130.85	-14.97
20133.54	-15.05
20136.24	-15.55
20138.93	-14.98
20141.62	-17.40
20144.31	-15.46
20147.00	-13.96
20149.69	-15.54
